city,test_rows,test_from,test_to,mae,rmse,mape,coverage_95,calibration_gap,category_accuracy,boundary_error_rate,boundary_share_of_errors,category_accuracy_ex_boundary,coverage_95_ex_boundary,calibration_bins,rush_hour_mae,mean_actual_aqi,mean_pred_aqi,version
Delhi,156,2026-04-16,2026-04-23,26.91,37.4,22.5,65.4,29.6,75.6,9.6,0.395,80.8,66.7,"[{'bin': 1, 'width_low': 56.89, 'width_high': 59.63, 'count': 31, 'coverage': 58.1}, {'bin': 2, 'width_low': 59.63, 'width_high': 60.49, 'count': 31, 'coverage': 64.5}, {'bin': 3, 'width_low': 60.49, 'width_high': 61.4, 'count': 31, 'coverage': 74.2}, {'bin': 4, 'width_low': 61.4, 'width_high': 62.57, 'count': 31, 'coverage': 64.5}, {'bin': 5, 'width_low': 62.57, 'width_high': 65.45, 'count': 32, 'coverage': 65.6}]",22.33,152.2,154.6,3
